id;name;geoid;geoname;value;datetime
686;Precio de cobro desvíos a subir;;;39.72;2024-05-08T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;27;2024-05-08T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;40.64;2024-05-09T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;18.74;2024-05-09T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;42.65;2024-05-09T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;39.82;2024-05-09T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;11.66;2024-05-09T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;12.49;2024-05-09T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;26.17;2024-05-09T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;21.06;2024-05-09T07:00:00+02:00
686;Precio de cobro desvíos a subir;;;4.54;2024-05-09T08:00:00+02:00
686;Precio de cobro desvíos a subir;;;3.26;2024-05-09T09:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-09T10:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-09T11:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-09T12:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.83;2024-05-09T13:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-09T14:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.33;2024-05-09T15:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-09T16:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-09T17:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.27;2024-05-09T18:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.56;2024-05-09T19:00:00+02:00
686;Precio de cobro desvíos a subir;;;18.92;2024-05-09T20:00:00+02:00
686;Precio de cobro desvíos a subir;;;53.61;2024-05-09T21:00:00+02:00
686;Precio de cobro desvíos a subir;;;18.7;2024-05-09T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;9.99;2024-05-09T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;12.81;2024-05-10T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;14.08;2024-05-10T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;40.4;2024-05-10T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;41.81;2024-05-10T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;22.59;2024-05-10T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;22.26;2024-05-10T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;23.32;2024-05-10T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;13.9;2024-05-10T07:00:00+02:00
